Name der Größe,Max. Remotespeicherdatenträger (Menge),Maximale Bandbreite (Mbps),Lokale SSD (Menge),Max. temporäre Speicherdatenträger (Menge),Spitzenfrequenz für alle Kerne (GHz),SSD Premium-Burst1-IOPS ohne Zwischenspeicherung,Nicht zwischengespeicherter Storage Burst1Speed (MBps),Basis-CPU-Leistung der VM (%)1,SSD Premium-Burstdurchsatz (MB/s)1ohne Zwischenspeicherung,SSD Premium-Datenträger-IOPS ohne Zwischenspeicherung,ReadWrite-Geschwindigkeit (MBit/s) des temporären Datenträgers,Disk Ultra- und SSD Premium v2-Durchsatz (MB/s) ohne Zwischenspeicherung,Temporärer Speicher (SSD): GiB,Nicht zwischengespeicherte Speicher-IOPS,Größe der lokalen SSD (GB),Maximaler temporärer Speicherdurchsatz: IOPS/MB/s,Maximalernicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBit/s,Disk Ultra- und SSD Premium v2-IOPS ohne Burstzwischenspeicherung1,Arbeitsspeicher (GiB),Disk Ultra- und SSD Premium v2-Durchsatz ohne Zwischenspeicherung (MB/s),NVMe-Datenträgergröße (TiB),vCPU,Basis-CPU-Frequenz (GHz),Größe des Betriebssystemdatenträgers (GB),Burstdatenträgerdurchsatz ohne Cache: IOPS/MBit/s1,Maximaler Burstdurchsatz bei SSD Premium-Datenträgern ohne Cache: IOPS/MBit/s,RDMA-Leistung (GB/s),NVMe-Datenträgergröße (TB),Arbeitsspeicher (GB),Anfängliches Guthaben (Menge),Maximale Netzwerkbandbreite (MB/s),Maximaler Durchsatz bei SSD Premium-Datenträgern ohne Cache: IOPS/MBit/s,Nicht zwischengespeicherter Storage Burst1IOPS,Nicht zwischengespeicherte Datenträgergeschwindigkeit (MBit/s),Disk Ultra- und SSD Premium v2-Durchsatz (MB/s) ohne Burstzwischenspeicherung1,Max. Netzwerkbandbreite (MBit/s),Maximaler nicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBit/s,NVMe-Datenträgerdurchsatz (MB/s),Burstdurchsatz für Cache- und temporären Speicher: IOPS/MBit/s1,Temporäre Datenträgergröße (GiB),Maximaler temporärer Speicherdurchsatz: IOPS/MBit/s*,Maximaler SSD Premium-Durchsatz ohne Cache: IOPS/MBit/s,NVMe-Datenträger-IOPS,Nicht zwischengespeicherte Datenträger-IOPS,Maximaler Durchsatz des Datenträgers ohne Cache: IOPS/MB/s,Nicht zwischengespeicherte Speichergeschwindigkeit (MBps),Netzwerkbandbreite,ReadOnly-IOPS des temporären Datenträgers,Nicht zwischengespeicherter Special2Storage IOPS,Temp ReadOnly Storage Speed (MBps),Max. Anzahl Datenträger,vCPUs (Anzahl),Maximaler Burst-Datenträgerdurchsatz ohne Cache: IOPS/MBit/s,Random Read1-Durchsatz (MB/s) des temporären Datenträgers,ReadOnly-Geschwindigkeit (MBit/s) des temporären Datenträgers,Maximaler temporärer Speicherdurchsatz: IOPS/MB/s*,Nicht zwischengespeicherter Special2Storage-Geschwindigkeit (MBps),Temp ReadWrite Storage Speed (MBps),Erwartete ausgehende Netzwerkbandbreite (MBit/s),Arbeitsspeicher der Beschleuniger (GB),Random Read-Durchsatz (MB/s)1des temporären Datenträgers,Größe des temporären Datenträgers (GB),vCPUs (Menge),Max Temp Storage (Menge),Max. Remotespeicher (Menge),Maximaler Durchsatz (Cache und temporärer Speicher): IOPS/MBit/s,Maximaler nicht zwischengespeicherterSSD Premium-Durchsatz: IOPS/MBit/s,Max. gebildetes Guthaben (Menge),Nicht zwischengespeicherter Burst1Special2Storage IOPS,Maximalernicht zwischengespeicherterSSD Premium-Durchsatz: IOPS/MBit/s,Speicherbandbreite (GB/s),SSD Premium-Burst-IOPS1ohne Zwischenspeicherung,Maximale Anzahl NICs,Maximaler Durchsatz (temporärer Speicher): IOPS/MBit/s,Memory: GiB,Max. NICs (Anzahl),Beschleuniger (Anzahl),Arbeitsspeicherbandbreite (GB/s),Maximaler Durchsatz des temporären Datenträgers in IOPS/MBit/s,Disk Ultra- und SSD Premium v2-IOPS ohne Zwischenspeicherung,Temp ReadWrite Storage IOPS,Random Write1-Durchsatz (MB/s) des temporären Datenträgers,SSD Premium-Burst1-Durchsatz ohne Zwischenspeicherung (MB/s),Max. Bandbreite (MBit/s),Random Write (RW) des temporären Datenträgers1– IOPS,Maximaler Burst nicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBit/s,RAM (GiB),Temp ReadOnly Storage IOPS,Temporäre Speichergröße (GiB),ReadWrite-IOPS des temporären Datenträgers,EPC-Arbeitsspeicher (GiB),SSD Premium-Burst1Durchsatz ohne Zwischenspeicherung (MB/s),Spitzenfrequenz für Einzelkern (GHz),SSD Premium-Durchsatz (MB/s) ohne Zwischenspeicherung,Kerne (Anzahl),Random Read (RR) des temporären Datenträgers1– IOPS,Maximaler Durchsatz des Datenträgers ohne Cache: IOPS/MBit/s,Guthabenbildung/Stunde (Menge),EPC-Speicher (MiB),Nicht zwischengespeicherte Burst1Special Storage-Geschwindigkeit (MBps),SSD Premium-Durchsatz ohne Zwischenspeicherung (MB/s),Maximale Netzwerkbandbreite (MBit/s),Maximaler nicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBps,Max. NVMe-Datenträger (Anzahl)
Standard_D2as_v42,4,,,4,,4000,,,,3200,,,,,,,,,,,,,,,,,,,8,,2000,,,,,,,,,16,,,,,,,,,,,,2,,32,,,,,,,,,,,,,,,,,,,,,,2,,,,,,100,200,,4000,,,,,,,,,,,4000,,,,,48,,,
Standard_D4as_v4,8,,,8,,8000,,,,6400,,,,,,,,,,,,,,,,,,,16,,4000,,,,,,,,,32,,,,,,,,,,,,4,,64,,,,,,,,,,,,,,,,,,,,,,2,,,,,,200,200,,8000,,,,,,,,,,,8000,,,,,96,,,
Standard_D8as_v4,16,,,16,,16000,,,,12800,,,,,,,,,,,,,,,,,,,32,,8.000,,,,,,,,,64,,,,,,,,,,,,8,,128,,,,,,,,,,,,,,,,,,,,,,4,,,,,,400,400,,16000,,,,,,,,,,,16000,,,,,192,,,
Standard_D16as_v4,32,,,32,,32000,,,,25600,,,,,,,,,,,,,,,,,,,64,,10000,,,,,,,,,128,,,,,,,,,,,,16,,255,,,,,,,,,,,,,,,,,,,,,,8,,,,,,800,800,,32000,,,,,,,,,,,32000,,,,,384,,,
Standard_D32as_v4,32,,,32,,64000,,,,51.200,,,,,,,,,,,,,,,,,,,128,,16000,,,,,,,,,256,,,,,,,,,,,,32,,510,,,,,,,,,,,,,,,,,,,,,,8,,,,,,1600,1600,,64000,,,,,,,,,,,64000,,,,,768,,,
Standard_D48as_v4,32,,,32,,80.000,,,,76800,,,,,,,,,,,,,,,,,,,192,,24.000,,,,,,,,,384,,,,,,,,,,,,48,,1020,,,,,,,,,,,,,,,,,,,,,,8,,,,,,2.000,2.000,,96000,,,,,,,,,,,96000,,,,,1148,,,
Standard_D64as_v4,32,,,32,,80.000,,,,80.000,,,,,,,,,,,,,,,,,,,256,,32000,,,,,,,,,512,,,,,,,,,,,,64,,1020,,,,,,,,,,,,,,,,,,,,,,8,,,,,,2.000,2.000,,128000,,,,,,,,,,,128000,,,,,1200,,,
Standard_D96as_v4,32,,,32,,80.000,,,,80.000,,,,,,,,,,,,,,,,,,,384,,40.000,,,,,,,,,768,,,,,,,,,,,,96,,1020,,,,,,,,,,,,,,,,,,,,,,8,,,,,,2.000,2.000,,192000,,,,,,,,,,,192000,,,,,1200,,,
Standard_D2d_v4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D4d_v4,8,,,1,,8000,,,,6400,,,,,,,,,,,,,,,,,,,16,,10000,,,,,,,,,150,,,,,,,,,,,,4,,250,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,200,,,,,,,,,,,,,19000,,,,,96,,,
Standard_D8d_v4,16,,,1,,16000,,,,12800,,,,,,,,,,,,,,,,,,,32,,12500,,,,,,,,,300,,,,,,,,,,,,8,,500,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,400,,,,,,,,,,,,,38.000,,,,,192,,,
Standard_D16d_v4,32,,,1,,32000,,,,25600,,,,,,,,,,,,,,,,,,,64,,12500,,,,,,,,,600,,,,,,,,,,,,16,,1.000,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,800,,,,,,,,,,,,,75.000,,,,,384,,,
Standard_D32d_v4,32,,,1,,64000,,,,51.200,,,,,,,,,,,,,,,,,,,128,,16000,,,,,,,,,1200,,,,,,,,,,,,32,,2.000,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,1600,,,,,,,,,,,,,150000,,,,,768,,,
Standard_D48d_v4,32,,,1,,80.000,,,,76800,,,,,,,,,,,,,,,,,,,192,,24.000,,,,,,,,,1800,,,,,,,,,,,,48,,3000,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2.000,,,,,,,,,,,,,225.000,,,,,1152,,,
Standard_D64d_v4,32,,,1,,80.000,,,,80.000,,,,,,,,,,,,,,,,,,,256,,30.000,,,,,,,,,2400,,,,,,,,,,,,64,,4000,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2.000,,,,,,,,,,,,,300000,,,,,1200,,,
Standard_D2d_v41,4,,,1,,4000,,,,3200,,,,,,,,,,,,,,,,,,,,,5.000,,,,,,,,,75,,,,,,,,,,,,,,125,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,200,,,,,,,,,,,,,9000,,,,,48,,,
Standard_D2ds_v4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D4ds_v4,8,,,1,,8000,,,,6400,,,,,,,,,,,,,,,,,,,16,,10000,,,,,,,,,150,,,,,,,,,,,,4,,250,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,200,,,,,,,,,,,,,19000,,,,,96,,,
Standard_D8ds_v4,16,,,1,,16000,,,,12800,,,,,,,,,,,,,,,,,,,32,,12500,,,,,,,,,300,,,,,,,,,,,,8,,500,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,400,,,,,,,,,,,,,38.000,,,,,192,,,
Standard_D16ds_v4,32,,,1,,32000,,,,25600,,,,,,,,,,,,,,,,,,,64,,12500,,,,,,,,,600,,,,,,,,,,,,16,,1.000,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,800,,,,,,,,,,,,,85000,,,,,384,,,
Standard_D32ds_v4,32,,,1,,64000,,,,51.200,,,,,,,,,,,,,,,,,,,128,,16000,,,,,,,,,1200,,,,,,,,,,,,32,,2.000,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,1600,,,,,,,,,,,,,150000,,,,,768,,,
Standard_D48ds_v4,32,,,1,,80.000,,,,76800,,,,,,,,,,,,,,,,,,,192,,24.000,,,,,,,,,1800,,,,,,,,,,,,48,,3000,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2.000,,,,,,,,,,,,,225.000,,,,,1152,,,
Standard_D64ds_v4,32,,,1,,80.000,,,,80.000,,,,,,,,,,,,,,,,,,,256,,30.000,,,,,,,,,2400,,,,,,,,,,,,64,,4000,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2.000,,,,,,,,,,,,,300000,,,,,1200,,,
Standard_D2ds_v42,4,,,1,,4000,,,,3200,,,,,,,,,,,,,,,,,,,,,5.000,,,,,,,,,75,,,,,,,,,,,,,,125,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,200,,,,,,,,,,,,,9000,,,,,48,,,
Standard_DC2as_v5,4,,,,,,,,,3750,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,82,,,,,,,,3000,,
Standard_DC4as_v5,8,,,,,,,,,6400,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,144,,,,,,,,5.000,,
Standard_DC8as_v5,16,,,,,,,,,12800,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,200,,,,,,,,5.000,,
Standard_DC16as_v5,32,,,,,,,,,25600,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,384,,,,,,,,10000,,
Standard_DC32as_v5,32,,,,,,,,,51.200,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,768,,,,,,,,12500,,
Standard_DC48as_v5,32,,,,,,,,,76800,,,,,,,,,,,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,1152,,,,,,,,15000,,
Standard_DC64as_v5,32,,,,,,,,,80.000,,,,,,,,,,,,,,,,,,,256,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,1200,,,,,,,,20000,,
Standard_DC96as_v5,32,,,,,,,,,80.000,,,,,,,,,,,,,,,,,,,384,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,1600,,,,,,,,20000,,
Standard_DC2ads_v5,4,,,1,,,,,,3750,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,75,,,,,,,,,,,,2,,,,,,,,,125,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,82,,9000,,,,,,3000,,
Standard_DC4ads_v5,8,,,1,,,,,,6400,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,150,,,,,,,,,,,,4,,,,,,,,,250,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,144,,19000,,,,,,5.000,,
Standard_DC8ads_v5,16,,,1,,,,,,12800,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,300,,,,,,,,,,,,8,,,,,,,,,500,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,200,,38.000,,,,,,5.000,,
Standard_DC16ads_v5,32,,,1,,,,,,25600,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,600,,,,,,,,,,,,16,,,,,,,,,1.000,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,384,,75.000,,,,,,10000,,
Standard_DC32ads_v5,32,,,1,,,,,,51.200,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,1200,,,,,,,,,,,,32,,,,,,,,,2.000,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,768,,150000,,,,,,12500,,
Standard_DC48ads_v5,32,,,1,,,,,,76800,,,,,,,,,,,,,,,,,,,192,,,,,,,,,,,1800,,,,,,,,,,,,48,,,,,,,,,3000,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,1152,,225.000,,,,,,15000,,
Standard_DC64ads_v5,32,,,1,,,,,,80.000,,,,,,,,,,,,,,,,,,,256,,,,,,,,,,,2400,,,,,,,,,,,,64,,,,,,,,,4000,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,1200,,300000,,,,,,20000,,
Standard_DC96ads_v5,32,,,1,,,,,,80.000,,,,,,,,,,,,,,,,,,,384,,,,,,,,,,,3600,,,,,,,,,,,,96,,,,,,,,,4000,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,1600,,450.000,,,,,,20000,,
Standard_DC2es_v5,4,,,,,,,,1200,3750,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,10000,,,,2,,,,,,,,,,,,,,,,,,80,,,,,,,,3000,,
Standard_DC4es_v5,8,,,,,,,,1200,6400,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,20000,,,,2,,,,,,,,,,,,,,,,,,140,,,,,,,,5.000,,
Standard_DC8es_v5,16,,,,,,,,1200,12800,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,20000,,,,4,,,,,,,,,,,,,,,,,,300,,,,,,,,5.000,,
Standard_DC16es_v5,32,,,,,,,,1200,25600,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,40.000,,,,8,,,,,,,,,,,,,,,,,,600,,,,,,,,10000,,
Standard_DC32es_v5,32,,,,,,,,2.000,51.200,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,80.000,,,,8,,,,,,,,,,,,,,,,,,860,,,,,,,,12500,,
Standard_DC48es_v5,32,,,,,,,,3000,76800,,,,,,,,,,,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,80.000,,,,8,,,,,,,,,,,,,,,,,,1320,,,,,,,,15000,,
Standard_DC64es_v5,32,,,,,,,,3000,80.000,,,,,,,,,,,,,,,,,,,256,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,80.000,,,,8,,,,,,,,,,,,,,,,,,1740,,,,,,,,20000,,
Standard_DC96es_v5,32,,,,,,,,4000,80.000,,,,,,,,,,,,,,,,,,,384,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,120000,,,,8,,,,,,,,,,,,,,,,,,2600,,,,,,,,30.000,,
Standard_DC2eds_v5,4,,,1,,,,,1200,3750,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,47,,,,,,,,,,,,2,,,,,,,,,100,,,,,,,,,,,10000,,,,2,,,,,,,,,,,,,,,,,,80,,9300,,,,,,3000,,
Standard_DC4eds_v5,8,,,1,,,,,1200,6400,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,105,,,,,,,,,,,,4,,,,,,,,,200,,,,,,,,,,,20000,,,,2,,,,,,,,,,,,,,,,,,140,,19.500,,,,,,5.000,,
Standard_DC8eds_v5,16,,,1,,,,,1200,12800,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,227,,,,,,,,,,,,8,,,,,,,,,500,,,,,,,,,,,20000,,,,4,,,,,,,,,,,,,,,,,,300,,38.900,,,,,,5.000,,
Standard_DC16eds_v5,32,,,1,,,,,1200,25600,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,463,,,,,,,,,,,,16,,,,,,,,,1.000,,,,,,,,,,,40.000,,,,8,,,,,,,,,,,,,,,,,,600,,76.700,,,,,,10000,,
Standard_DC32eds_v5,32,,,1,,,,,2.000,51.200,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,935,,,,,,,,,,,,32,,,,,,,,,2.000,,,,,,,,,,,80.000,,,,8,,,,,,,,,,,,,,,,,,860,,153.200,,,,,,12500,,
Standard_DC48eds_v5,32,,,1,,,,,3000,76800,,,,,,,,,,,,,,,,,,,192,,,,,,,,,,,1407,,,,,,,,,,,,48,,,,,,,,,3000,,,,,,,,,,,80.000,,,,8,,,,,,,,,,,,,,,,,,1320,,229.700,,,,,,15000,,
Standard_DC64eds_v5,32,,,1,,,,,3000,80.000,,,,,,,,,,,,,,,,,,,256,,,,,,,,,,,2823,,,,,,,,,,,,64,,,,,,,,,4000,,,,,,,,,,,80.000,,,,8,,,,,,,,,,,,,,,,,,1740,,306.200,,,,,,20000,,
Standard_DC96eds_v5,32,,,1,,,,,4000,80.000,,,,,,,,,,,,,,,,,,,384,,,,,,,,,,,2823,,,,,,,,,,,,96,,,,,,,,,4000,,,,,,,,,,,120000,,,,8,,,,,,,,,,,,,,,,,,2600,,459.200,,,,,,30.000,,
Standard_DC4as_cc_v5,8,,,,,,,,,6400,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,144,,,
Standard_DC8as_cc_v5,16,,,,,,,,,12800,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,200,,,
Standard_DC16as_cc_v5,32,,,,,,,,,25600,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,384,,,
Standard_DC32as_cc_v5,32,,,,,,,,,51.200,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,768,,,
Standard_DC48as_cc_v5,32,,,,,,,,,76800,,,,,,,,,,,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,1152,,,
Standard_DC64as_cc_v5,32,,,,,,,,,80.000,,,,,,,,,,,,,,,,,,,256,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,1200,,,
Standard_DC96as_cc_v5,32,,,,,,,,,80.000,,,,,,,,,,,,,,,,,,,384,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,
Standard_DC4ads_cc_v5,8,,,1,,,,,,6400,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,150,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,144,,,
Standard_DC8ads_cc_v5,16,,,1,,,,,,12800,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,300,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,200,,,
Standard_DC16ads_cc_v5,32,,,1,,,,,,25600,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,600,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,384,,,
Standard_DC32ads_cc_v5,32,,,1,,,,,,51.200,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,1200,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,768,,,
Standard_DC48ads_cc_v5,32,,,1,,,,,,76800,,,,,,,,,,,,,,,,,,,192,,,,,,,,,,,1800,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,1152,,,
Standard_DC64ads_cc_v5,32,,,1,,,,,,80.000,,,,,,,,,,,,,,,,,,,256,,,,,,,,,,,2400,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,1200,,,
Standard_DC96ads_cc_v5,32,,,1,,,,,,80.000,,,,,,,,,,,,,,,,,,,384,,,,,,,,,,,3600,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,
Standard_DC1s_v3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,,,1,,,,,,,,,
Standard_DC2s_v3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,8,,,,2,,,,,,,,,
Standard_DC4s_v3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,16,,,,4,,,,,,,,,
Standard_DC8s_v3,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,32,,,,8,,,,,,,,,
Standard_DC16s_v3,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,64,,,,16,,,,,,,,,
Standard_DC24s_v3,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,128,,,,24,,,,,,,,,
Standard_DC32s_v3,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,192,,,,32,,,,,,,,,
Standard_DC48s_v3,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,256,,,,48,,,,,,,,,
Standard_DC1ds_v3,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,,,1,,,,,,,,,
Standard_DC2ds_v3,8,,,1,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,8,,,,2,,,,,,,,,
Standard_DC4ds_v3,16,,,1,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,16,,,,4,,,,,,,,,
Standard_DC8ds_v3,32,,,1,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,32,,,,8,,,,,,,,,
Standard_DC16ds_v3,32,,,1,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,64,,,,16,,,,,,,,,
Standard_DC24ds_v3,32,,,1,,,,,,,,,,,,,,,,,,,,,,,,,192,,,,,,,,,,,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,128,,,,24,,,,,,,,,
Standard_DC32ds_v3,32,,,1,,,,,,,,,,,,,,,,,,,,,,,,,256,,,,,,,,,,,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,192,,,,32,,,,,,,,,
Standard_DC48ds_v3,32,,,1,,,,,,,,,,,,,,,,,,,,,,,,,384,,,,,,,,,,,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,256,,,,48,,,,,,,,,
