Name der Größe,vCPUs (Anzahl),Random Write (RW) des temporären Datenträgers1– IOPS,Maximaler temporärer Speicherdurchsatz: IOPS/MB/s*,Disk Ultra- und SSD Premium v2-Durchsatz ohne Zwischenspeicherung (MB/s),Maximaler nicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBit/s,Maximaler nicht zwischengespeicherterSSD Premium-Durchsatz: IOPS/MBit/s,Maximale Netzwerkbandbreite (MBit/s),SSD Premium-Durchsatz (MB/s) ohne Zwischenspeicherung,Arbeitsspeicherbandbreite (GB/s),Max. Bandbreite (MBit/s),Random Read1-Durchsatz (MB/s) des temporären Datenträgers,Temporäre Datenträgergröße (GiB),SSD Premium-Durchsatz ohne Zwischenspeicherung (MB/s),Lokale SSD (Menge),vCPUs (Menge),RDMA-Leistung (GB/s),Spitzenfrequenz für alle Kerne (GHz),Maximaler temporärer Speicherdurchsatz: IOPS/MB/s,Random Read-Durchsatz (MB/s)1des temporären Datenträgers,Burstdatenträgerdurchsatz ohne Cache: IOPS/MBit/s1,Größe des Betriebssystemdatenträgers (GB),Größe des temporären Datenträgers (GB),EPC-Arbeitsspeicher (GiB),Netzwerkbandbreite,Anfängliches Guthaben (Menge),Maximaler temporärer Speicherdurchsatz: IOPS/MBit/s*,SSD Premium-Burst1-IOPS ohne Zwischenspeicherung,Disk Ultra- und SSD Premium v2-Durchsatz (MB/s) ohne Burstzwischenspeicherung1,Max. NICs (Anzahl),Maximaler Burst nicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBit/s,Arbeitsspeicher der Beschleuniger (GB),Disk Ultra- und SSD Premium v2-IOPS ohne Zwischenspeicherung,vCPU,Disk Ultra- und SSD Premium v2-IOPS ohne Burstzwischenspeicherung1,SSD Premium-Burstdurchsatz (MB/s)1ohne Zwischenspeicherung,Basis-CPU-Frequenz (GHz),Größe der lokalen SSD (GB),Maximaler Durchsatz (temporärer Speicher): IOPS/MBit/s,Temp ReadOnly Storage IOPS,Maximaler Burstdurchsatz bei SSD Premium-Datenträgern ohne Cache: IOPS/MBit/s,Erwartete ausgehende Netzwerkbandbreite (MBit/s),NVMe-Datenträgergröße (TiB),Memory: GiB,NVMe-Datenträger-IOPS,Disk Ultra- und SSD Premium v2-Durchsatz (MB/s) ohne Zwischenspeicherung,Maximaler Durchsatz (Cache und temporärer Speicher): IOPS/MBit/s,Kerne (Anzahl),Spitzenfrequenz für Einzelkern (GHz),Max. Remotespeicher (Menge),Max. Netzwerkbandbreite (MBit/s),ReadOnly-IOPS des temporären Datenträgers,Maximaler Durchsatz des temporären Datenträgers in IOPS/MBit/s,Maximaler Durchsatz des Datenträgers ohne Cache: IOPS/MB/s,SSD Premium-Burst-IOPS1ohne Zwischenspeicherung,Maximaler nicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBps,Basis-CPU-Leistung der VM (%)1,Nicht zwischengespeicherter Special2Storage IOPS,Arbeitsspeicher (GiB),Nicht zwischengespeicherter Burst1Special2Storage IOPS,EPC-Speicher (MiB),Maximaler Burst-Datenträgerdurchsatz ohne Cache: IOPS/MBit/s,ReadWrite-IOPS des temporären Datenträgers,Beschleuniger (Anzahl),NVMe-Datenträgerdurchsatz (MB/s),Temp ReadOnly Storage Speed (MBps),Speicherbandbreite (GB/s),Maximale Netzwerkbandbreite (MB/s),Nicht zwischengespeicherte Burst1Special Storage-Geschwindigkeit (MBps),Temporäre Speichergröße (GiB),Random Write1-Durchsatz (MB/s) des temporären Datenträgers,Nicht zwischengespeicherter Storage Burst1IOPS,RAM (GiB),Burstdurchsatz für Cache- und temporären Speicher: IOPS/MBit/s1,Nicht zwischengespeicherte Datenträger-IOPS,ReadOnly-Geschwindigkeit (MBit/s) des temporären Datenträgers,Nicht zwischengespeicherte Speichergeschwindigkeit (MBps),Maximalernicht zwischengespeicherterSSD Premium-Durchsatz: IOPS/MBit/s,Maximalernicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBit/s,Nicht zwischengespeicherter Storage Burst1Speed (MBps),Max. gebildetes Guthaben (Menge),Max. NVMe-Datenträger (Anzahl),ReadWrite-Geschwindigkeit (MBit/s) des temporären Datenträgers,Max. Remotespeicherdatenträger (Menge),NVMe-Datenträgergröße (TB),SSD Premium-Datenträger-IOPS ohne Zwischenspeicherung,Max. Anzahl Datenträger,Maximaler Durchsatz bei SSD Premium-Datenträgern ohne Cache: IOPS/MBit/s,Maximale Anzahl NICs,SSD Premium-Burst1Durchsatz ohne Zwischenspeicherung (MB/s),Max Temp Storage (Menge),Max. temporäre Speicherdatenträger (Menge),Nicht zwischengespeicherte Speicher-IOPS,Guthabenbildung/Stunde (Menge),Random Read (RR) des temporären Datenträgers1– IOPS,Maximaler SSD Premium-Durchsatz ohne Cache: IOPS/MBit/s,Temp ReadWrite Storage Speed (MBps),Maximaler Durchsatz des Datenträgers ohne Cache: IOPS/MBit/s,Temporärer Speicher (SSD): GiB,Maximale Bandbreite (Mbps),Nicht zwischengespeicherter Special2Storage-Geschwindigkeit (MBps),SSD Premium-Burst1-Durchsatz ohne Zwischenspeicherung (MB/s),Nicht zwischengespeicherte Datenträgergeschwindigkeit (MBit/s),Arbeitsspeicher (GB),Temp ReadWrite Storage IOPS
Standard_E64s_v4,64,,,,,,,,,,,,1200,,,,,,,,,,,,,,80.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.000,,,,,,,,,,,,,,,,32,,80.000,,,,,,,,,,,,,,,,2.000,,504,
Standard_E80is_v4,80,,,,,,,,,,,,1500,,,,,,,,,,,,,,80.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.000,,,,,,,,,,,,,,,,64,,80.000,,,,,,,,,,,,,,,,2.000,,504,
Standard_E2bds_v5,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,15000/1200,,,2,,,,,9\.000/125,,10000/1200,,,16,,,,,,,,,,,,8000/170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6000/170,2,,,,,,,,,,75,,,,,,
Standard_E4bds_v5,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,30000/1200,,,4,,,,,19.000/250,,20000/1200,,,32,,,,,,,,,,,,16200/350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12100/350,2,,,,,,,,,,150,,,,,,
Standard_E8bds_v5,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,60000/1200,,,8,,,,,38.000/500,,40000/1200,,,64,,,,,,,,,,,,32400/680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,24200/680,4,,,,,,,,,,300,,,,,,
Standard_E16bds_v5,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,96000/2000,,,16,,,,,75.000/1.000,,64.000/2.000,,,128,,,,,,,,,,,,64800/1370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,48400/1370,8,,,,,,,,,,600,,,,,,
Standard_E32bds_v5,,,,,,,,,,,,,,,,,,,,,,,,16000,,,,,,160.000/4.000,,,32,,,,,150.000/2.000,,120.000/4.000,,,256,,,,,,,,,,,,129700/2740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,96800/2740,8,,,,,,,,,,1200,,,,,,
Standard_E48bds_v5,,,,,,,,,,,,,,,,,,,,,,,,16000,,,,,,160.000/4.000,,,48,,,,,225.000/3.000,,120.000/4.000,,,384,,,,,,,,,,,,160.000/4.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,120.000/4.000,8,,,,,,,,,,1800,,,,,,
Standard_E64bds_v5,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,160800/6500,,,64,,,,,300.000/4.000,,120.000/4.000,,,512,,,,,,,,,,,,160800/6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,120.000/4.000,8,,,,,,,,,,2400,,,,,,
Standard_E96bds_v5,,,,,,,,,,,,,,,,,,,,,,,,25000,,,,,,180000/6500,,,96,,,,,450.000/4.000,,120.000/4.000,,,672,,,,,,,,,,,,180000/6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,120.000/4.000,8,,,,,,,,,,3600,,,,,,
Standard_E2bs_v5,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,15000/1200,,,2,,,,,,,10000/1200,,,16,,,,,,,,,,,,8000/170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6000/170,2,,,,,,,,,,,,,,,,
Standard_E4bs_v5,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,30000/1200,,,4,,,,,,,20000/1200,,,32,,,,,,,,,,,,16200/350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12100/350,2,,,,,,,,,,,,,,,,
Standard_E8bs_v5,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,60000/1200,,,8,,,,,,,40000/1200,,,64,,,,,,,,,,,,32400/680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,24200/680,4,,,,,,,,,,,,,,,,
Standard_E16bs_v5,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,96000/2000,,,16,,,,,,,64.000/2.000,,,128,,,,,,,,,,,,64800/1370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,48400/1370,8,,,,,,,,,,,,,,,,
Standard_E32bs_v5,,,,,,,,,,,,,,,,,,,,,,,,16000,,,,,,160.000/4.000,,,32,,,,,,,120.000/4.000,,,256,,,,,,,,,,,,129700/2740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,96800/2740,8,,,,,,,,,,,,,,,,
Standard_E48bs_v5,,,,,,,,,,,,,,,,,,,,,,,,16000,,,,,,160.000/4.000,,,48,,,,,,,120.000/4.000,,,384,,,,,,,,,,,,160.000/4.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,120.000/4.000,8,,,,,,,,,,,,,,,,
Standard_E64bs_v5,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,160800/6500,,,64,,,,,,,120.000/4.000,,,512,,,,,,,,,,,,160800/6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,120.000/4.000,8,,,,,,,,,,,,,,,,
Standard_E96bs_v5,,,,,,,,,,,,,,,,,,,,,,,,25000,,,,,,180000/6500,,,96,,,,,,,120.000/4.000,,,672,,,,,,,,,,,,180000/6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,120.000/4.000,8,,,,,,,,,,,,,,,,
Standard_E112ibs_v5,,,,,,,,,,,,,,,,,,,,,,,,40.000,,,,,,400000/10000,,,112,,,,,,,260000/8000,,,672,,,,,,,,,,,,400000/10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,260000/8000,8,,,,,,,,,,,,,,,,
Standard_EC2ads_v5,,,,,,,,,,,,,,,,,,9000 / 125,,,,,,,,,,,,,,,2,,,,,,,,,,16,,,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,,,,,,,,,3750/82,75,,,,,,
Standard_EC4ads_v5,,,,,,,,,,,,,,,,,,19000 / 250,,,,,,,,,,,,,,,4,,,,,,,,,,32,,,,,,,5.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,2,,,,,,,,,6400/144,150,,,,,,
Standard_EC8ads_v5,,,,,,,,,,,,,,,,,,38000 / 500,,,,,,,,,,,,,,,8,,,,,,,,,,64,,,,,,,5.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,4,,,,,,,,,12800/200,300,,,,,,
Standard_EC16ads_v5,,,,,,,,,,,,,,,,,,75000 / 1000,,,,,,,,,,,,,,,16,,,,,,,,,,128,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,4,,,,,,,,,25600/384,600,,,,,,
Standard_EC20ads_v5,,,,,,,,,,,,,,,,,,94000 / 1250,,,,,,,,,,,,,,,20,,,,,,,,,,160,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,8,,,,,,,,,32000/480,750,,,,,,
Standard_EC32ads_v5,,,,,,,,,,,,,,,,,,150000 / 2000,,,,,,,,,,,,,,,32,,,,,,,,,,256,,,,,,,12500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,8,,,,,,,,,51200/768,1200,,,,,,
Standard_EC48ads_v5,,,,,,,,,,,,,,,,,,225000 / 3000,,,,,,,,,,,,,,,48,,,,,,,,,,384,,,,,,,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,8,,,,,,,,,76800/1152,1800,,,,,,
Standard_EC64ads_v5,,,,,,,,,,,,,,,,,,300000 / 4000,,,,,,,,,,,,,,,64,,,,,,,,,,512,,,,,,,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,8,,,,,,,,,80000/1200,2400,,,,,,
Standard_EC96ads_v5,,,,,,,,,,,,,,,,,,450000 / 4000,,,,,,,,,,,,,,,96,,,,,,,,,,672,,,,,,,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,8,,,,,,,,,80000/1600,3600,,,,,,
Standard_EC2eds_v5,,,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,9.300/100,3.750/80,,,,,,,,10000/1200,,,,,,,,,,,16,,,,,,,,,,,,,,4,,2,,,,,,,,,,47,,,,,,
Standard_EC4eds_v5,,,,,,,5.000,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,19.500/200,6.400/140,,,,,,,,20000/1200,,,,,,,,,,,32,,,,,,,,,,,,,,8,,2,,,,,,,,,,105,,,,,,
Standard_EC8eds_v5,,,,,,,5.000,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,38.900/500,12.800/300,,,,,,,,20000/1200,,,,,,,,,,,64,,,,,,,,,,,,,,16,,4,,,,,,,,,,227,,,,,,
Standard_EC16eds_v5,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,76.700/1.000,25.600/600,,,,,,,,40000/1200,,,,,,,,,,,128,,,,,,,,,,,,,,32,,8,,,,,,,,,,463,,,,,,
Standard_EC32eds_v5,,,,,,,12500,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,153.200/2.000,51.200/860,,,,,,,,80.000/2.000,,,,,,,,,,,256,,,,,,,,,,,,,,32,,8,,,,,,,,,,935,,,,,,
Standard_EC48eds_v5,,,,,,,15000,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,229.700/3.000,76.800/1.320,,,,,,,,80000/3000,,,,,,,,,,,384,,,,,,,,,,,,,,32,,8,,,,,,,,,,1407,,,,,,
Standard_EC64eds_v5,,,,,,,20000,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,306.200/4.000,80.000/1.740,,,,,,,,80000/3000,,,,,,,,,,,512,,,,,,,,,,,,,,32,,8,,,,,,,,,,2823,,,,,,
Standard_EC128eds_v5,,,,,,,30.000,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,459.200/4.000,80.000/2.600,,,,,,,,120.000/4.000,,,,,,,,,,,768,,,,,,,,,,,,,,32,,8,,,,,,,,,,2.832,,,,,,
Standard_EC4ads_cc_v5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,2,,,,,,,,,6400/144,150,,,,,,
Standard_EC8ads_cc_v5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,4,,,,,,,,,12800/200,300,,,,,,
Standard_EC16ads_cc_v5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,4,,,,,,,,,25600/384,600,,,,,,
Standard_EC20ads_cc_v5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,8,,,,,,,,,32000/480,750,,,,,,
Standard_EC32ads_cc_v5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,8,,,,,,,,,51200/768,1200,,,,,,
Standard_EC48ads_cc_v5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,8,,,,,,,,,76800/1152,1800,,,,,,
Standard_EC64ads_cc_v5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,8,,,,,,,,,80000/1200,2400,,,,,,
Standard_EC96ads_cc_v5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,8,,,,,,,,,80000/1600,3600,,,,,,
Standard_M16bds_v3,,,,,64.000/1.000,44.000/1.000,8\.000,,,,,,,,,,,10.000/100,,,,,,,,,,,,,,,16,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,8,,,,,,,,,,400,,,,,,
Standard_M32bds_v3,,,,,88.000/2.000,88.000/2.000,16.000,,,,,,,,,,,20.000/200,,,,,,,,,,,,,,,32,,,,,,,,,,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,8,,,,,,,,,,400,,,,,,
Standard_M48bds_v3,,,,,120.000/2.000,88.000/2.000,16.000,,,,,,,,,,,40.000/400,,,,,,,,,,,,,,,48,,,,,,,,,,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,8,,,,,,,,,,400,,,,,,
Standard_M64bds_v3,,,,,160.000/2.000,88.000/2.000,16.000,,,,,,,,,,,40.000/400,,,,,,,,,,,,,,,64,,,,,,,,,,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,8,,,,,,,,,,400,,,,,,
Standard_M96bds_v3,,,,,260.000/4.000,260.000/4.000,"25,000",,,,,,,,,,,40.000/400,,,,,,,,,,,,,,,96,,,,,,,,,,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,8,,,,,,,,,,400,,,,,,
Standard_M128bds_v3,,,,,400.000/4.000,260.000/4.000,40.000,,,,,,,,,,,160.000/1600,,,,,,,,,,,,,,,128,,,,,,,,,,1\.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,8,,,,,,,,,,400,,,,,,
Standard_M176bds_v3,,,,,650.000/6.000,260.000/6.000,50.000,,,,,,,,,,,160.000/1600,,,,,,,,,,,,,,,176,,,,,,,,,,1\.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,8,,,,,,,,,,400,,,,,,
Standard_M64bds_1_v3,,,,,160.000/6.000,130.000/6.000,20.000,,,,,,,,,,,40.000/400,,,,,,,,,,,,,,,64,,,,,,,,,,1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,8,,,,,,,,,,3000,,,,,,
Standard_M96bds_2_v3,,,,,260.000/8.000,130.000/8.000,20.000,,,,,,,,,,,40.000/400,,,,,,,,,,,,,,,96,,,,,,,,,,1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,8,,,,,,,,,,4500,,,,,,
Standard_M128bds_3_v31,,,,,400.000/10.000,260.000/8.000,40.000,,,,,,,,,,,160.000/1600,,,,,,,,,,,,,,,128,,,,,,,,,,2794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,8,,,,,,,,,,6000,,,,,,
Standard_M176bds_4_v31,,,,,650.000/10.000,260.000/8.000,40.000,,,,,,,,,,,160.000/1600,,,,,,,,,,,,,,,176,,,,,,,,,,3.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,8,,,,,,,,,,8000,,,,,,
Standard_M12ds_v3,,,,,16.250/390,,,,,,,,,,,,,,,,,,,,,10.000/100,,,,,,,12,,,,,,,,,,240,,,,,,,4\.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,4,,,,,,,16.250/390,,,400,,,,,,
Standard_M24ds_v3,,,,,32.500/780,,,,,,,,,,,,,,,,,,,,,20.000/200,,,,,,,24,,,,,,,,,,480,,,,,,,8\.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,8,,,,,,,32.500/780,,,400,,,,,,
Standard_M48ds_1_v3,,,,,65.000/1.560,,,,,,,,,,,,,,,,,,,,,40.000/400,,,,,,,48,,,,,,,,,,974,,,,,,,16.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,8,,,,,,,65.000/1.560,,,400,,,,,,
Standard_M96ds_1_v3,,,,,65.000/1.560,,,,,,,,,,,,,,,,,,,,,40.000/400,,,,,,,96,,,,,,,,,,974,,,,,,,16.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,8,,,,,,,65.000/1.560,,,400,,,,,,
Standard_M96ds_2_v3,,,,,130.000/3.120,,,,,,,,,,,,,,,,,,,,,160.000/1600,,,,,,,96,,,,,,,,,,1\.946,,,,,,,30.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,8,,,,,,,130.000/3.120,,,400,,,,,,
Standard_M176ds_3_v31,,,,,130.000/4.000,,,,,,,,,,,,,,,,,,,,,160.000/1600,,,,,,,176,,,,,,,,,,2794,,,,,,,40.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,8,,,,,,,130.000/4.000,,,400,,,,,,
Standard_M176ds_4_v31,,,,,130.000/4.000,,,,,,,,,,,,,,,,,,,,,160.000/1600,,,,,,,176,,,,,,,,,,3.892,,,,,,,40.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,8,,,,,,,130.000/4.000,,,400,,,,,,
Standard_M416s_6_v3,,,,,,,40.000,,,,,,,,,,,,,,,,,,,,,,,,,,416,,,,,,,,,,5.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.000/4.000,130.000/4.000,,,,,,,,64,,8,,,,,,,,,,,,,,,,
Standard_M416s_8_v3,,,,,,,40.000,,,,,,,,,,,,,,,,,,,,,,,,,,416,,,,,,,,,,7.600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.000/4.000,130.000/4.000,,,,,,,,64,,8,,,,,,,,,,,,,,,,
Standard_M624s_12_v31,,,,,,,40.000,,,,,,,,,,,,,,,,,,,,,,,,,,624,,,,,,,,,,11.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.000/4.000,130.000/4.000,,,,,,,,64,,8,,,,,,,,,,,,,,,,
Standard_M832s_12_v31,,,,,,,40.000,,,,,,,,,,,,,,,,,,,,,,,,,,832,,,,,,,,,,11.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.000/4.000,130.000/4.000,,,,,,,,64,,8,,,,,,,,,,,,,,,,
Standard_M832is_16_v31,,,,,,,40.000,,,,,,,,,,,,,,,,,,,,,,,,,,832,,,,,,,,,,15.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.000/8.000,130.000/8.000,,,,,,,,64,,8,,,,,,,,,,,,,,,,
Standard_M416ds_6_v3,,,250.000/1.600,,130.000/4.000,130.000/4.000,40.000,,,,,,,,,,,,,,,,,,,,,,,,,,416,,,,,,,,,,5.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,8,,,,,,,,,,400,,,,,,
Standard_M416ds_8_v3,,,250.000/1.600,,130.000/4.000,130.000/4.000,40.000,,,,,,,,,,,,,,,,,,,,,,,,,,416,,,,,,,,,,7.600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,8,,,,,,,,,,400,,,,,,
Standard_M624ds_12_v3,,,250.000/1.600,,130.000/4.000,130.000/4.000,40.000,,,,,,,,,,,,,,,,,,,,,,,,,,624,,,,,,,,,,11.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,8,,,,,,,,,,400,,,,,,
Standard_M832ds_12_v3,,,250.000/1.600,,130.000/4.000,130.000/4.000,40.000,,,,,,,,,,,,,,,,,,,,,,,,,,832,,,,,,,,,,11.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,8,,,,,,,,,,400,,,,,,
Standard_M832ids_16_v3,,,250.000/1.600,,260.000/8.000,130.000/8.000,40.000,,,,,,,,,,,,,,,,,,,,,,,,,,832,,,,,,,,,,15.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,8,,,,,,,,,,400,,,,,,
Standard_M624ds_12_v31,,,250.000/1.600,,130.000/4.000,130.000/4.000,40.000,,,,,,,,,,,,,,,,,,,,,,,,,,624,,,,,,,,,,11.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,8,,,,,,,,,,400,,,,,,
Standard_M832ds_12_v31,,,250.000/1.600,,130.000/4.000,130.000/4.000,40.000,,,,,,,,,,,,,,,,,,,,,,,,,,832,,,,,,,,,,11.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,8,,,,,,,,,,400,,,,,,
Standard_M832ids_16_v31,,,250.000/1.600,,130.000/8.000,130.000/8.000,40.000,,,,,,,,,,,,,,,,,,,,,,,,,,832,,,,,,,,,,15.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,8,,,,,,,,,,400,,,,,,
Standard_M32dms_v2,,,,,,,,,,,,,,,,,,,,40000/1000,,,,,,,,,,,,,32,,,,,,,,8.000,,875,,,40000/400,,,,,,,,,,,,,,,,,,,,,,,,,,,40000/1000,,,,,,,,,,,,,32,,8,,,,,,,,,20.000/500,1024,,,,,,
Standard_M64ds_v2,,,,,,,,,,,,,,,,,,,,80.000/2.000,,,,,,,,,,,,,64,,,,,,,,16000,,1024,,,80000/800,,,,,,,,,,,,,,,,,,,,,,,,,,,80.000/2.000,,,,,,,,,,,,,64,,8,,,,,,,,,40000/1000,2048,,,,,,
Standard_M64dms_v2,,,,,,,,,,,,,,,,,,,,80.000/2.000,,,,,,,,,,,,,64,,,,,,,,16000,,1792,,,80000/800,,,,,,,,,,,,,,,,,,,,,,,,,,,80.000/2.000,,,,,,,,,,,,,64,,8,,,,,,,,,40000/1000,2048,,,,,,
Standard_M128ds_v2,,,,,,,,,,,,,,,,,,,,80000/4000,,,,,,,,,,,,,128,,,,,,,,30.000,,2048,,,160000/1600,,,,,,,,,,,,,,,,,,,,,,,,,,,250000/4000,,,,,,,,,,,,,64,,8,,,,,,,,,80.000/2.000,4096,,,,,,
